course_name,course_num,last_name,first_name,a_num,a_per,b_num,b_per,c_num,c_per,d_num,d_per,f_num,f_per,i_num,i_per,s_num,s_per,u_num,u_per,w_num,w_per,o_num,o_per,total_num
EGN-4930 -009-O (16503),16503,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,83.33,1,16.67,0,0.00,0,0,6
EGN-3000 -001-C (18486),18486,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,172,90.53,16,8.42,2,1.05,0,0,190
EGN-3000 -002-O (18507),18507,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,162,89.01,20,10.99,0,0.00,0,0,182
EGN-4930 -016-O (18880),18880,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,100.00,0,0.00,0,0.00,0,0,18
EGN-4930 -010-O (18881),18881,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,84.62,0,0.00,2,15.38,0,0,13
EGN-4930 -014-O (18882),18882,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,88.24,0,0.00,2,11.76,0,0,17
EGN-4930 -015-O (18883),18883,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,60.00,2,40.00,0,0.00,0,0,5
EGN-4930 -006-O (18885),18885,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,33.33,2,33.33,2,33.33,0,0,6
EGN-4930 -032-O (18886),18886,Bishop,Robert,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,100.00,0,0.00,0,0.00,0,0,13
EGN-4930 -008-O (18887),18887,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,88.89,1,11.11,0,0.00,0,0,9
EGN-4930 -005-C (18891),18891,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,66.67,2,33.33,0,0.00,0,0,6
EGN-4930 -007-O (18892),18892,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,88.89,1,11.11,0,0.00,0,0,9
EGN-4930 -013-C (19124),19124,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,62.50,3,37.50,0,0.00,0,0,8
EGN-4930 -012-O (19125),19125,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,75.00,2,25.00,0,0.00,0,0,8
EGN-4930 -018-O (19127),19127,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,68.42,5,26.32,1,5.26,0,0,19
EGN-5940 -001-I (19202),19202,Fernandez,Eva,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0,5
EGN-4905 -001-Z (19203),19203,Goodwin,Mary,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.44,30,73.17,9,21.95,1,2.44,0,0,41
EGN-3373 -001-C (10602),10602,Ferekides,Christos,6,12.24,15,30.61,22,44.90,2,4.08,1,2.04,0,0.00,0,0.00,0,0.00,3,6.12,0,0,49
EGN-3375 -001-C (10603),10603,Wang,Zhengyu,19,55.88,12,35.29,1,2.94,0,0.00,0,0.00,1,2.94,0,0.00,0,0.00,1,2.94,0,0,34
EEL-4512C-001-C (10608),10608,Morgera,Salvatore,18,46.15,19,48.72,0,0.00,0,0.00,2,5.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,39
EEL-6936 -001-C (10613),10613,Chen,Kwang-Cheng,3,50.00,3,50.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,6
EEL-4935 -903-C (10773),10773,Schlaf,Rudiger,10,43.48,1,4.35,6,26.09,1,4.35,1,4.35,0,0.00,0,0.00,0,0.00,4,17.39,0,0,23
EGN-3420 -001-C (11109),11109,Jeong,Chung Seop,2,9.52,6,28.57,4,19.05,2,9.52,2,9.52,0,0.00,0,0.00,0,0.00,5,23.81,0,0,21
EEL-4914 -001-Z (11110),11110,Castellanos Mier,Alexandro,51,91.07,3,5.36,0,0.00,0,0.00,0,0.00,2,3.57,0,0.00,0,0.00,0,0.00,0,0,56
EEL-4102 -001-C (11349),11349,Uysal,Ismail,14,38.89,12,33.33,6,16.67,0,0.00,3,8.33,1,2.78,0,0.00,0,0.00,0,0.00,0,0,36
EEL-4657L-001-L (11387),11387,Moreno,Wilfrido,2,25.00,3,37.50,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12.50,0,0,8
EEL-4657L-901-L (11390),11390,Moreno,Wilfrido,3,18.75,5,31.25,5,31.25,0,0.00,1,6.25,0,0.00,0,0.00,0,0.00,2,12.50,0,0,16
EGN-3374 -001-C (11551),11551,Stefanakos,Elias,4,8.89,19,42.22,15,33.33,3,6.67,4,8.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0,45
EGN-3373 -005-C (11918),11918,Ferekides,Christos,7,14.00,7,14.00,23,46.00,6,12.00,2,4.00,0,0.00,0,0.00,0,0.00,5,10.00,0,0,50
EEL-4906 -901-C (12025),12025,Haque,Jamal,16,45.71,15,42.86,2,5.71,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,5.71,0,0,35
EEL-4935 -007-C (12048),12048,Ghani,Nasir,9,40.91,11,50.00,2,9.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,22
EEL-3116L-001-L (12547),12547,Parthasarathy,Ashwin Bharadwaj,6,75.00,2,25.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,8
EEL-3115L-001-L (12549),12549,Ferekides,Christos,10,50.00,6,30.00,1,5.00,0,0.00,1,5.00,0,0.00,0,0.00,0,0.00,2,10.00,0,0,20
EEE-3302 -001-C (12552),12552,Takshi,Arash,26,55.32,10,21.28,7,14.89,0,0.00,2,4.26,1,2.13,0,0.00,0,0.00,1,2.13,0,0,47
EEE-3394 -001-C (12553),12553,Schlaf,Rudiger,12,24.49,20,40.82,10,20.41,5,10.20,1,2.04,0,0.00,0,0.00,0,0.00,1,2.04,0,0,49
EEE-4301 -001-C (12554),12554,Takshi,Arash,3,42.86,1,14.29,2,28.57,0,0.00,1,14.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,7
EEE-4351C-001-C (12555),12555,Thomas,Sylvia,14,28.57,19,38.78,12,24.49,4,8.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,49
EEE-6353 -001-C (12557),12557,Morel,Don,2,20.00,7,70.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,10.00,0,0,10
EEL-6935 -006-C (12584),12584,Fawcett,Timothy,28,87.50,1,3.13,2,6.25,0,0.00,1,3.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,32
